Nose,Neck,RShoulder,RElbow,RWrist,LShoulder,LElbow,LWrist,RHip,RKnee,RAnkle,LHip,LKnee,LAnkle,REye,LEye,REar,LEar,Background,label
8,72,20,72,20,76,36,72,40,68,24,76,36,72,44,68,48,72,64,walking
8,72,20,72,24,72,36,72,40,68,24,72,36,72,40,64,48,72,60,walking
8,68,20,72,20,72,36,72,40,64,20,72,32,68,40,64,48,68,60,walking
8,68,20,68,20,72,36,68,40,64,24,68,36,68,40,64,48,68,64,walking
8,68,20,68,24,72,36,68,40,64,24,68,36,68,40,64,48,68,64,walking
8,64,20,68,24,68,36,68,44,64,24,68,36,68,44,60,48,68,64,walking
8,64,20,68,24,68,32,64,40,60,24,64,36,68,44,60,48,64,64,walking
8,64,20,64,24,64,36,60,44,60,24,64,36,64,48,60,48,64,64,walking
8,60,20,64,24,64,36,60,44,60,24,64,36,60,48,60,48,64,64,walking
8,60,20,60,24,64,36,60,44,56,24,64,36,60,48,60,48,60,64,walking
8,60,20,60,24,60,36,56,44,56,24,60,36,60,48,60,48,60,64,walking
8,56,20,60,20,60,32,56,44,56,20,60,36,60,48,60,48,56,64,walking
8,56,20,56,24,60,36,56,44,56,24,60,36,60,48,56,48,56,64,walking
8,56,16,56,20,56,32,60,40,56,20,56,36,56,48,56,44,56,64,walking
8,52,16,56,20,56,36,60,44,52,20,56,36,56,48,56,44,56,60,walking
8,52,20,52,20,56,36,56,44,52,20,52,36,56,48,56,48,52,64,walking
8,52,16,52,20,56,36,56,40,48,20,52,36,52,44,48,44,52,60,walking
8,48,16,52,24,52,36,52,44,48,20,52,36,52,48,52,44,52,60,walking
8,48,20,48,24,52,36,48,44,44,24,48,36,52,48,48,44,48,60,walking
8,48,20,48,24,48,36,48,44,44,20,48,36,52,48,52,48,48,60,walking
8,44,20,48,20,48,36,48,44,44,20,48,36,48,44,44,44,48,60,walking
8,44,20,44,20,48,36,44,44,40,24,44,36,48,48,48,44,44,64,walking
8,44,20,44,20,44,36,44,44,40,24,44,36,44,44,40,44,44,64,walking
8,40,20,44,20,44,36,40,44,40,24,44,36,40,44,40,48,44,64,walking
8,40,20,40,20,44,36,40,44,36,20,40,36,40,48,40,48,40,60,walking
8,40,20,40,20,40,36,36,48,36,24,40,36,40,48,40,48,40,60,walking
8,36,16,40,20,40,36,40,48,36,20,40,36,40,52,40,48,40,64,walking
8,36,16,36,20,40,32,40,40,36,20,36,36,36,44,36,48,36,64,walking
8,36,16,36,20,36,32,40,44,40,20,36,36,36,48,36,48,36,64,walking
8,32,16,36,20,36,0,0,44,32,20,36,36,36,44,32,40,32,60,walking
8,32,16,32,20,36,36,28,44,32,24,32,36,32,48,28,44,32,60,walking
8,32,16,32,20,32,60,24,40,32,20,32,36,32,44,32,44,32,60,walking
8,28,16,32,20,32,32,28,40,32,20,32,36,32,44,24,44,32,64,walking
8,28,16,28,20,32,32,28,44,32,20,28,36,28,44,24,44,28,60,walking
8,28,20,28,20,28,32,32,44,28,20,28,36,28,44,20,48,28,64,walking
8,24,20,28,24,28,36,28,44,28,24,28,36,24,44,16,44,28,64,walking
8,24,20,24,24,28,36,24,40,20,24,24,36,24,44,16,48,28,64,walking
8,24,20,24,24,24,36,24,44,16,24,24,36,24,44,16,52,24,68,walking
8,20,20,24,24,24,36,20,44,16,24,24,36,20,44,16,48,24,64,walking
8,20,20,20,24,24,36,20,44,16,24,20,36,20,44,12,48,24,64,walking
12,20,20,20,24,20,36,20,44,16,24,20,36,20,44,12,48,20,64,walking
12,16,20,20,24,20,56,20,44,12,24,20,36,20,24,20,48,16,64,walking
12,16,20,16,20,16,68,12,0,0,20,16,20,20,20,20,44,16,64,walking
12,16,0,0,0,0,0,0,0,0,12,12,56,16,20,16,48,16,64,walking
12,12,0,0,0,0,0,0,0,0,12,12,48,16,20,12,52,12,68,walking
8,12,0,0,0,0,0,0,20,12,20,12,20,16,20,12,56,8,64,walking
8,12,0,0,0,0,0,0,20,8,16,8,20,8,16,12,24,8,52,walking
8,8,0,0,0,0,0,0,20,8,20,12,20,12,20,12,28,8,60,walking
8,8,0,0,0,0,0,0,84,12,0,0,36,12,80,8,56,8,56,walking
12,4,0,0,0,0,0,0,8,0,0,0,56,4,84,4,36,0,60,walking
12,4,0,0,28,0,0,0,20,4,0,0,20,4,8,0,32,0,56,walking
12,4,0,0,12,0,0,0,12,0,12,4,48,8,88,68,24,0,60,walking
0,0,0,0,0,0,0,0,8,0,0,0,48,8,52,0,56,0,60,walking
0,0,0,0,0,0,0,0,80,8,0,0,60,4,80,12,56,0,0,walking
0,0,0,0,0,0,0,0,80,8,0,0,64,4,80,12,0,0,0,walking
0,0,0,0,0,0,0,0,60,0,0,0,64,4,76,8,0,0,60,walking
0,0,0,0,0,0,0,0,76,4,0,0,56,0,76,8,0,0,0,walking
0,0,0,0,0,0,0,0,80,8,0,0,64,0,80,8,0,0,0,walking
0,0,0,0,0,0,0,0,80,4,0,0,68,0,44,16,0,0,0,walking
0,0,0,0,0,0,0,0,76,4,76,8,88,28,76,72,0,0,0,walking
0,0,0,0,0,0,0,0,76,0,80,4,88,28,76,44,0,0,0,walking
0,0,0,0,0,0,0,0,76,0,0,0,88,28,76,28,0,0,0,walking
0,0,0,0,0,0,0,0,80,4,0,52,64,16,76,44,0,0,0,walking
0,0,0,0,0,0,0,0,80,4,0,0,68,16,76,72,0,0,0,walking
0,0,0,0,0,0,0,0,80,4,0,48,72,16,76,72,0,0,0,walking
0,0,0,0,0,0,0,0,80,0,0,48,68,16,76,72,0,0,0,walking
0,0,0,0,0,0,0,0,80,0,0,0,68,20,76,72,0,0,0,walking
0,0,0,0,0,0,0,0,80,0,0,52,68,16,76,72,0,0,0,walking
0,0,0,0,0,0,0,0,80,0,0,48,68,16,76,32,0,0,0,walking
0,0,0,0,0,0,0,0,80,0,0,52,68,16,80,20,0,0,0,walking
0,0,0,0,0,0,0,0,80,0,0,52,68,16,80,20,0,0,0,walking
0,0,0,0,0,0,0,0,80,0,0,0,68,20,76,72,0,0,0,walking
0,0,0,0,0,0,0,0,80,0,0,0,64,16,76,40,0,0,0,walking
0,0,0,0,0,0,0,0,0,0,0,52,68,16,76,32,0,0,0,walking
0,0,0,0,0,0,0,0,0,0,0,48,68,16,76,72,0,0,0,walking
0,0,0,0,0,0,0,0,80,0,0,0,68,16,80,20,0,0,0,walking
0,0,0,0,0,0,0,0,0,0,0,0,68,20,80,24,0,0,0,walking
0,0,0,0,0,0,0,0,0,0,0,48,68,16,80,20,0,0,0,walking
0,0,0,0,0,0,0,0,0,0,0,0,64,20,76,36,0,0,0,walking
0,0,0,0,0,0,0,0,0,0,0,52,80,16,80,24,0,0,0,walking
0,0,0,0,0,0,0,0,80,0,0,48,68,16,80,16,0,0,0,walking
0,0,0,0,0,0,0,0,80,0,0,48,68,16,80,20,0,0,0,walking
0,0,0,0,0,0,0,0,80,0,0,0,68,16,76,28,0,0,0,walking
0,0,0,0,0,0,0,0,80,0,0,52,68,16,76,40,0,0,0,walking
0,0,0,0,0,0,0,0,0,0,0,16,68,16,80,20,0,0,0,walking
0,0,0,0,0,0,0,0,0,0,0,0,64,20,76,32,0,0,0,walking
0,0,0,0,0,0,0,0,0,0,0,0,68,16,80,16,0,0,0,walking
0,0,0,0,0,0,0,0,0,0,0,52,68,16,80,20,0,0,0,walking
0,0,0,0,0,0,0,0,0,0,0,52,68,16,76,28,0,0,0,walking
0,0,0,0,0,0,0,0,0,0,0,52,68,16,80,20,0,0,0,walking
0,0,0,0,0,0,0,0,0,0,0,48,64,20,80,20,0,0,0,walking
0,0,0,0,0,0,0,0,0,0,0,52,84,24,80,12,0,0,0,walking
0,0,0,0,0,0,0,0,0,0,0,0,68,20,76,32,0,0,0,walking
0,0,0,0,0,0,0,0,80,0,0,52,68,16,80,20,0,0,0,walking
0,0,0,0,0,0,0,0,0,0,0,52,68,20,80,20,0,0,0,walking
0,0,0,0,0,0,0,0,0,0,0,52,68,16,80,16,0,0,0,walking
0,0,0,0,0,0,0,0,80,4,0,52,68,16,80,20,0,0,0,walking
0,0,0,0,0,0,0,0,0,0,0,52,68,20,76,36,0,0,0,walking
0,0,0,0,0,0,0,0,0,0,0,0,84,8,76,32,0,0,0,walking
0,0,0,0,0,0,0,0,80,4,0,52,68,16,76,24,0,0,0,walking
0,0,0,0,0,0,0,0,80,4,0,20,84,24,76,28,0,0,0,walking
0,0,0,0,0,0,0,0,80,4,0,52,68,16,76,32,0,0,0,walking
0,0,0,0,0,0,0,0,80,4,0,52,80,8,76,32,0,0,0,walking
0,0,0,0,0,0,0,0,80,0,0,52,68,20,76,32,0,0,0,walking
0,0,0,0,0,0,0,0,80,4,0,52,68,16,80,24,0,0,0,walking
0,0,0,0,0,0,0,0,80,0,0,52,68,20,76,72,0,0,0,walking
0,0,0,0,0,0,0,0,0,0,0,52,68,16,76,32,0,0,0,walking
0,0,0,0,0,0,0,0,0,0,0,52,68,16,80,16,0,0,0,walking
0,0,0,0,0,0,0,0,80,0,0,0,68,16,80,20,0,0,0,walking
0,0,0,0,0,0,0,0,80,0,0,0,80,16,76,32,0,0,0,walking
0,0,0,0,0,0,0,0,80,4,0,0,68,24,76,32,0,0,0,walking
0,0,0,0,0,0,0,0,80,0,0,0,68,24,76,32,0,0,0,walking
0,0,0,0,0,0,0,0,80,4,0,52,68,20,80,20,0,0,0,walking
0,0,0,0,0,0,0,0,80,4,0,52,68,16,80,24,0,0,0,walking
0,0,0,0,0,0,0,0,80,4,0,0,88,48,80,20,0,0,0,walking
0,0,0,0,0,0,0,0,80,4,0,52,64,16,76,72,0,0,0,walking
0,0,0,0,0,0,0,0,80,4,0,52,68,20,80,28,0,0,0,walking
0,0,0,0,0,0,0,0,80,0,0,0,68,20,76,32,0,0,0,walking
0,0,0,0,0,0,0,0,80,4,0,0,68,16,76,28,0,0,0,walking
0,0,0,0,0,0,0,0,80,4,0,52,68,16,80,28,0,0,0,walking
0,0,0,0,0,0,0,0,80,4,0,52,88,28,76,28,0,0,0,walking
0,0,0,0,0,0,0,0,80,4,0,0,64,16,72,28,0,0,0,walking
0,0,0,0,0,0,0,0,80,4,0,52,88,28,80,12,0,0,0,walking
0,0,0,0,0,0,0,0,80,4,0,0,88,28,76,28,0,0,0,walking
0,0,0,0,0,0,0,0,80,4,0,0,88,28,76,72,0,0,0,walking
0,0,0,0,0,0,0,0,80,4,0,0,88,28,76,44,0,0,0,walking
0,0,0,0,0,0,0,0,80,4,0,0,88,28,76,72,0,0,0,walking
0,0,0,0,0,0,0,0,80,4,0,0,88,32,76,28,0,0,0,walking
0,0,0,0,0,0,0,0,84,4,0,0,88,28,76,72,0,0,0,walking
0,0,0,0,0,0,0,0,80,0,0,0,88,32,76,72,0,0,0,walking
0,0,0,0,0,0,0,0,80,0,0,0,60,4,80,0,0,0,0,walking
8,32,0,0,0,0,0,0,80,0,0,0,60,4,48,0,0,0,0,walking
0,68,0,0,0,0,0,0,8,0,0,0,88,28,80,0,0,0,60,walking
8,4,0,0,12,0,0,0,84,4,8,4,56,8,8,4,44,0,80,walking
8,8,0,0,44,0,0,0,20,4,20,4,20,8,20,8,48,8,68,walking
8,8,12,4,20,0,0,0,80,0,20,4,20,4,16,12,52,4,68,walking
8,8,20,8,24,8,0,0,84,0,20,8,36,12,20,12,52,4,68,walking
8,12,20,8,24,8,20,8,20,8,20,8,36,12,20,12,48,8,64,walking
8,12,20,12,24,8,28,12,16,12,24,8,32,12,20,16,48,8,68,walking
8,16,20,12,24,12,36,12,44,16,20,12,32,12,48,16,48,12,64,walking
8,16,20,16,24,12,36,16,44,16,20,12,36,16,44,16,48,16,64,walking
8,16,20,16,24,16,36,16,44,16,20,16,36,16,44,20,48,16,64,walking
8,20,20,16,24,16,36,20,48,20,20,16,32,16,44,20,48,20,64,walking
8,20,20,20,20,20,36,20,44,32,20,16,36,20,20,20,48,20,64,walking
8,20,20,20,20,20,56,24,48,20,20,20,36,20,48,20,44,20,64,walking
8,24,20,20,24,20,28,24,84,24,20,20,28,20,36,16,40,20,52,walking
8,24,16,24,20,20,32,24,40,28,20,20,32,20,20,24,44,24,64,walking
8,24,16,24,20,24,36,24,40,32,20,24,32,20,44,20,44,24,64,walking
8,28,20,24,24,24,36,28,40,32,20,24,32,24,40,32,48,28,64,walking
8,28,16,28,20,28,32,28,40,32,20,24,32,24,40,32,44,28,64,walking
8,28,20,28,24,28,36,28,40,36,20,28,36,28,48,24,48,32,64,walking
8,32,20,28,24,28,36,32,40,36,24,28,32,28,40,36,48,32,64,walking
8,32,20,32,24,32,36,32,40,36,24,28,32,32,40,36,44,32,64,walking
12,32,20,32,24,32,36,32,40,40,24,32,32,36,40,40,48,32,64,walking
12,36,20,36,24,36,36,36,44,40,24,32,36,32,44,40,48,36,64,walking
12,36,20,36,24,36,36,40,44,44,24,36,36,36,44,40,48,36,64,walking
12,36,20,36,24,40,36,40,44,36,24,36,36,36,44,40,48,40,64,walking
8,40,20,40,20,40,32,40,40,40,20,36,32,40,44,36,48,40,64,walking
8,40,20,40,24,40,36,44,44,40,24,40,36,40,44,40,48,40,64,walking
12,40,20,44,24,44,36,44,40,44,24,40,36,40,44,40,48,44,64,walking
8,44,20,44,24,44,36,44,44,44,24,40,36,40,44,40,48,44,64,walking
8,44,20,44,24,44,36,48,40,44,24,44,36,44,44,44,48,44,64,walking
8,48,20,48,24,44,32,48,44,44,20,44,32,44,40,40,48,48,64,walking
8,48,20,48,24,48,36,48,44,48,24,44,36,48,48,48,48,48,64,walking
8,48,20,48,24,48,36,52,40,48,20,48,32,48,44,44,48,48,60,walking
8,52,20,48,24,48,36,52,44,52,24,48,36,48,48,48,48,52,64,walking
8,52,20,52,24,52,36,52,44,56,24,48,36,48,48,48,48,52,64,walking
12,52,20,52,24,52,36,52,48,48,24,52,36,52,48,56,48,52,64,walking
12,52,20,56,24,52,36,56,48,52,24,52,36,52,48,56,48,56,64,walking
12,56,20,56,24,56,36,56,48,52,24,52,36,52,48,56,48,56,64,walking
12,56,20,56,24,56,36,52,48,52,24,56,36,56,48,60,48,56,64,walking
12,60,20,56,24,56,36,60,44,60,24,56,36,56,48,60,48,60,64,walking
12,60,20,60,24,60,36,60,48,56,24,60,36,60,48,60,48,60,64,walking
12,60,20,60,24,60,36,60,44,60,24,60,36,60,44,60,48,60,64,walking
8,64,20,60,24,60,36,60,44,60,24,64,32,64,48,64,48,64,64,walking
8,64,20,64,20,64,36,64,40,64,20,64,32,64,44,60,44,64,64,walking
8,64,20,64,24,64,36,68,40,64,24,64,36,64,44,64,48,68,64,walking
8,68,20,64,24,64,36,68,44,64,24,64,36,64,44,64,48,68,64,walking
8,68,20,68,20,68,32,72,44,68,20,64,36,68,44,64,44,68,60,walking
8,68,20,68,24,68,36,72,44,68,24,68,36,68,44,68,48,68,64,walking
8,72,20,68,20,68,36,72,48,68,20,68,36,68,48,68,48,72,64,walking
8,72,20,72,24,68,36,72,40,76,20,68,32,72,40,76,48,72,64,walking
8,72,20,72,24,72,36,72,40,80,24,72,32,72,40,76,48,72,64,walking
12,72,20,72,24,72,36,72,40,80,20,72,32,72,40,76,48,76,64,walking
12,76,20,76,24,76,36,76,40,80,24,72,36,76,40,80,48,76,64,walking
12,76,20,76,24,76,36,76,40,80,24,76,36,76,40,80,48,76,64,walking
12,76,20,76,24,76,36,76,48,76,24,76,36,76,44,80,48,76,64,walking
12,80,20,80,24,76,36,80,48,80,24,76,36,80,48,80,48,80,64,walking
12,80,20,80,24,80,36,80,44,80,24,80,40,80,48,80,48,80,64,walking
12,80,20,80,24,80,36,84,48,80,24,80,36,80,48,80,48,80,64,walking
12,84,20,84,24,84,40,84,48,84,24,80,44,84,52,84,48,84,64,walking
12,84,20,84,24,84,40,84,56,88,24,84,40,84,56,88,48,84,64,walking
12,84,20,84,24,84,36,88,48,88,24,84,40,84,52,88,48,84,64,walking
12,88,0,0,0,0,0,0,84,4,0,0,20,88,60,92,28,88,44,walking
12,88,20,88,24,88,48,88,60,88,24,88,48,88,64,88,52,88,64,walking
12,88,20,88,24,88,40,88,48,84,24,88,48,88,44,84,44,88,52,walking
12,92,24,92,24,88,0,0,52,92,24,88,88,72,44,84,48,88,64,walking
12,92,20,92,24,88,40,88,48,88,24,92,88,76,44,84,44,88,64,walking
0,0,0,0,0,0,0,0,80,4,0,0,88,76,80,16,44,88,64,walking
0,0,0,0,0,0,0,0,80,4,0,0,88,76,76,84,44,88,60,walking
0,0,0,0,0,0,0,0,80,4,0,0,88,76,76,88,36,88,0,walking
0,0,0,0,0,0,0,0,80,4,0,0,88,76,0,0,0,0,0,walking
0,0,0,0,0,0,0,0,80,4,0,0,88,76,80,32,0,0,0,walking
0,0,0,0,0,0,0,0,80,4,0,0,88,72,80,32,0,0,64,walking
0,0,0,0,0,0,0,0,80,4,0,0,80,16,80,12,0,0,0,walking
0,0,0,0,0,0,0,0,80,0,0,0,64,20,80,12,12,92,0,walking
0,0,0,0,0,0,0,0,80,0,0,0,88,76,80,32,12,92,64,walking
0,0,0,0,0,0,0,0,80,0,0,0,88,76,76,24,52,92,0,walking
0,0,0,0,0,0,0,0,80,0,0,0,88,76,80,24,0,0,64,walking
0,0,0,0,0,0,0,0,80,0,0,0,88,76,80,28,0,0,68,walking
0,0,0,0,0,0,0,0,80,0,0,52,88,76,76,28,0,0,68,walking
0,0,0,0,0,0,0,0,80,0,0,0,88,76,80,16,0,0,68,walking
0,0,76,84,0,0,0,0,80,4,0,0,88,40,80,16,0,0,64,walking
0,0,80,84,0,0,0,0,80,0,0,0,88,40,80,12,0,0,64,walking
0,0,76,84,0,0,0,0,80,0,0,0,84,20,76,16,0,0,64,walking
0,0,0,0,0,0,0,0,80,4,84,68,88,40,80,20,0,0,0,walking
0,0,0,0,0,0,0,0,80,4,0,0,64,12,80,16,0,0,0,walking
0,0,0,0,0,0,0,0,80,4,0,0,64,12,80,20,0,0,0,walking
0,0,0,0,0,0,0,0,80,0,0,0,84,20,80,20,0,0,0,walking
0,0,0,0,0,0,0,0,80,0,0,0,68,16,80,16,0,0,0,walking
0,0,0,0,0,0,0,0,0,0,0,0,80,16,80,20,0,0,0,walking
0,0,0,0,0,0,0,0,80,0,0,0,84,24,80,16,40,92,0,walking
0,0,0,0,0,0,0,0,0,0,0,0,84,24,76,36,40,92,0,walking
0,0,0,0,0,0,0,0,0,0,84,68,68,20,80,16,44,92,0,walking
0,0,0,0,0,0,0,0,80,0,84,68,84,24,80,16,40,92,0,walking
0,0,0,0,0,0,0,0,0,0,84,68,84,20,76,28,0,0,0,walking
0,0,0,0,0,0,0,0,0,0,84,68,84,24,76,32,44,92,0,walking
0,0,76,76,0,0,0,0,0,0,84,68,84,24,76,36,44,92,0,walking
0,0,72,76,0,0,0,0,0,0,0,0,84,24,76,36,0,0,0,walking
0,0,72,76,0,0,0,0,0,0,0,0,84,12,76,36,0,0,0,walking
0,0,72,76,0,0,0,0,0,0,0,0,64,20,80,36,0,0,0,walking
0,0,72,76,0,0,0,0,0,0,0,0,64,20,80,20,0,0,0,walking
0,0,0,0,0,0,0,0,0,0,0,0,84,24,76,32,0,0,0,walking
0,0,0,0,0,0,0,0,0,0,0,0,84,24,80,20,40,92,0,walking
0,0,76,76,0,0,0,0,0,0,84,68,84,24,76,28,28,92,0,walking
0,0,80,76,0,0,0,0,0,0,0,0,84,24,80,28,56,92,0,walking
0,0,80,76,0,0,0,0,80,0,0,0,84,24,80,28,0,0,0,walking
0,0,76,84,0,0,0,0,64,88,0,0,84,24,80,16,60,88,64,walking
0,0,0,0,0,0,0,0,68,84,0,0,76,24,80,24,60,88,64,walking
0,0,0,0,0,0,0,0,24,92,0,0,84,24,80,20,64,88,64,walking
0,0,0,0,0,0,0,0,80,4,0,0,76,24,80,16,64,88,0,walking
0,0,0,0,0,0,0,0,80,4,0,0,84,24,80,16,0,0,0,walking
0,0,0,0,0,0,0,0,80,0,0,0,84,24,80,20,64,88,0,walking
0,0,0,0,0,0,0,0,80,0,0,0,84,24,80,20,0,0,0,walking
0,0,0,0,0,0,0,0,0,0,0,48,88,76,80,20,36,88,0,walking
12,92,0,0,0,0,0,0,80,0,0,0,88,52,80,16,64,88,60,walking
12,92,0,0,0,0,0,0,80,4,0,0,88,72,80,20,64,88,60,walking
12,92,0,0,0,0,0,0,80,4,0,0,88,72,80,84,64,88,56,walking
12,92,24,92,24,88,40,92,44,88,24,92,36,88,44,88,48,88,56,walking
12,92,20,92,24,88,40,92,48,92,24,92,36,88,44,84,48,88,64,walking
12,88,20,92,24,88,40,88,44,84,24,92,36,84,44,84,48,88,64,walking
12,88,20,88,24,88,40,88,48,88,24,92,40,84,44,84,48,88,64,walking
12,88,20,88,24,88,36,88,48,84,24,88,40,88,48,88,48,88,64,walking
12,88,20,88,24,88,36,88,48,84,24,88,40,88,48,88,48,88,64,walking
12,84,20,88,24,88,36,84,48,84,24,88,40,88,48,84,48,88,64,walking
12,84,20,84,24,88,32,84,48,88,24,88,40,84,48,84,48,84,64,walking
12,84,20,84,24,88,40,84,52,84,24,84,40,84,52,84,48,84,64,walking
12,84,20,84,24,84,36,84,44,80,24,84,40,84,48,80,48,84,64,walking
12,84,20,84,24,84,36,80,44,80,24,84,36,84,48,80,48,80,64,walking
8,80,20,84,24,84,36,80,44,80,24,84,36,84,44,80,48,80,64,walking
8,80,20,80,24,84,36,80,44,76,24,80,36,80,44,76,48,80,64,walking
8,80,20,80,24,80,36,80,44,76,24,80,36,80,44,72,48,80,64,walking
8,80,20,80,24,80,36,80,44,76,24,80,36,76,44,68,52,76,64,walking
8,76,20,80,24,80,36,76,44,72,24,80,36,76,44,68,48,76,64,walking
8,76,20,76,24,80,36,76,44,72,24,76,36,76,44,68,52,76,64,walking
8,76,20,76,24,76,36,76,40,68,24,76,36,76,40,68,48,76,64,walking
12,72,20,76,24,76,36,72,40,68,24,76,36,72,44,68,48,72,64,walking
8,72,20,72,24,76,36,72,44,68,24,72,36,72,44,68,48,72,68,walking
12,72,20,72,24,72,36,68,44,68,24,72,36,72,48,68,48,72,64,walking
8,68,20,72,24,72,36,68,44,68,24,72,40,68,48,68,52,68,64,walking
8,68,20,68,24,72,36,72,44,68,24,68,36,68,48,64,48,68,64,walking
8,68,20,68,24,68,36,72,48,68,24,68,40,68,52,68,48,68,64,walking
8,64,20,68,24,68,36,68,48,64,24,68,40,68,52,68,48,64,64,walking
8,64,20,64,24,68,36,68,48,60,24,64,40,68,52,64,48,64,64,walking
8,64,20,64,24,64,36,60,44,60,24,64,36,64,52,64,48,64,64,walking
8,60,20,64,24,64,36,64,44,60,24,60,36,64,48,60,48,60,64,walking
8,60,20,60,20,64,36,60,44,56,24,60,36,64,48,64,48,60,64,walking
8,56,16,60,20,60,36,60,44,52,20,60,36,60,44,56,48,60,64,walking
8,56,16,56,20,60,36,56,44,52,20,56,36,60,44,56,48,60,64,walking
8,56,20,56,24,56,36,56,40,48,20,56,36,60,48,60,44,56,64,walking
8,52,20,56,24,56,36,56,40,48,24,56,36,56,40,48,48,56,64,walking
8,52,20,52,24,56,36,52,40,48,24,52,36,52,40,48,48,52,64,walking
8,52,20,52,24,52,36,52,40,44,24,52,36,52,48,56,48,52,64,walking
8,48,20,52,24,52,36,52,44,44,24,48,36,52,44,48,48,52,64,walking
8,48,20,48,24,52,36,48,44,44,24,48,36,48,44,44,48,48,64,walking
8,48,16,48,20,48,36,44,44,44,20,48,36,48,48,44,48,48,68,walking
8,44,16,44,20,48,32,44,44,44,24,48,36,44,48,44,48,44,64,walking
8,44,20,44,20,48,32,44,44,40,24,44,36,44,48,44,48,44,64,walking
8,40,16,44,20,44,32,40,44,40,20,44,36,44,48,40,48,40,64,walking
8,40,16,40,20,44,36,40,44,36,20,40,36,40,48,36,48,40,64,walking
8,40,16,40,20,44,36,36,44,44,20,40,36,40,48,36,48,40,64,walking
8,36,16,40,20,40,32,40,40,40,20,40,32,36,44,32,44,40,60,walking
8,36,16,36,20,40,32,36,44,40,20,40,32,36,44,32,44,36,60,walking
8,32,16,36,20,40,32,40,40,36,20,36,32,32,40,28,44,36,60,walking
8,32,16,36,20,36,36,32,40,28,20,36,36,32,40,24,48,36,68,walking
